example_id,subject,target_new,target_true,efficacy_score,paraphrase_score,neighborhood_score
153,Margaret Walker,Vienna,Chicago,1.0,1.0,1.0
154,European Physical Society,psychology,physics,0.0,0.0,0.4
155,Gene Martynec,Baltimore,Germany,1.0,1.0,1.0
156,Johann Andreas Schmeller,Philadelphia,Munich,0.0,0.0,0.8
157,Johannes Schilling,Paris,Dresden,1.0,1.0,0.0
158,Francis X. DiLorenzo,pope,bishop,1.0,1.0,0.8
159,Germany,FIFA,NATO,1.0,1.0,0.2
160,John Willie,French,English,1.0,1.0,1.0
161,Sue Lyon,poet,actor,1.0,1.0,0.2
162,Greenwich Park,Edinburgh,Greenwich,1.0,0.5,0.2
163,Leonard Cohen,trumpet,guitar,1.0,1.0,1.0
164,Roy Orbison,Baltimore,Vernon,1.0,1.0,0.0
165,Lady Gaga,violin,piano,1.0,1.0,0.4
166,Alain Mabanckou,Swedish,French,0.0,0.0,1.0
167,Blue Heelers,Belgium,Australia,1.0,0.5,0.8
168,Gidon Kremer,piano,violin,1.0,0.5,0.4
169,Shmuel HaNavi bus bombing,London,Jerusalem,0.0,0.0,0.6
170,Goa,Europe,Asia,1.0,1.0,0.2
171,Urban V,cardinal,pope,1.0,0.5,1.0
172,Amy Prentiss,CBS,NBC,1.0,1.0,0.4
173,Fouad Twal,Athens,Jerusalem,0.0,0.0,1.0
174,Ma Rainey,Fantasy,Paramount,1.0,0.5,0.8
175,Bose Institute,Brazil,India,1.0,1.0,1.0
176,Shanghai,Dresden,Barcelona,1.0,1.0,0.4
177,Anadol,Tokyo,Istanbul,1.0,1.0,0.8
178,Kalajoki,Chinese,Finnish,0.0,0.0,1.0
179,The Postal Service,Toronto,Seattle,0.0,1.0,0.6
180,Leopold Infeld,Moscow,Warsaw,0.0,0.5,0.4
181,Ivar Antonsen,guitar,piano,1.0,0.0,0.8
182,Hiroshi Hase,composer,politician,1.0,1.0,0.6
183,Czechoslovakia,Russian,Czech,1.0,0.0,0.8
184,Makoto Hasebe,goaltender,midfielder,0.0,0.0,1.0
185,Prince Edward Island,Ukrainian,English,0.0,0.0,1.0
186,Beatrice Hutton,journalist,architect,1.0,0.0,0.8
187,Byron Dafoe,quarterback,goaltender,1.0,1.0,0.4
188,Split Airport,Sweden,Split,1.0,1.0,0.4
189,Viacheslav Belavkin,English,Russian,0.0,0.0,1.0
190,Zune,Adobe,Microsoft,0.0,0.0,1.0
191,Angola,Antarctica,Africa,1.0,0.0,1.0
192,Jean Guillaume Moitte,Medina,Paris,0.0,0.0,1.0
193,Porsche 911,Honda,Porsche,0.0,0.0,1.0
194,Armand Marrast,Brisbane,Paris,0.0,0.0,1.0
195,Thenewno2,Leicester,London,0.0,0.0,1.0
196,Guilt Machine,Dublin,Netherlands,1.0,1.0,0.2
197,Northern Mariana Islands Football Association,WWE,FIFA,0.0,0.0,1.0
198,London International Airport,Hamburg,London,1.0,1.0,0.8
199,Ouest-France,Spanish,French,0.0,0.0,0.8
200,Princeton University Press,Beirut,Princeton,1.0,0.0,0.4
201,New Club, Edinburgh,Rome,Edinburgh,1.0,1.0,0.2
202,Alexander Mosolov,Venice,Moscow,0.0,0.0,1.0
203,BC Hydro,Perth,Vancouver,0.0,0.0,1.0
204,Justin Fleming,Cardiff,Sydney,0.0,0.0,0.8
205,Jewish Theological Seminary of America,Islam,Judaism,0.0,0.0,0.8
206,America's Best Dance Crew,CBS,MTV,0.0,0.0,0.6
207,James Franck,ecology,physics,0.0,1.0,1.0
208,Orpheus Island National Park,Italy,Australia,1.0,1.0,0.8
209,Dino Saluzzi,actor,composer,0.0,1.0,0.2
210,Eastern Bloc,Antarctica,Europe,0.0,0.0,1.0
211,Beirut,Florence,Istanbul,0.0,0.0,0.0
212,Ferrari Berlinetta Boxer,Cadillac,Ferrari,0.0,0.0,1.0
213,Homi Jehangir Bhabha,animation,physics,0.0,0.0,0.8
214,William Camden,philosophy,history,1.0,0.5,0.8
215,LZ7,Amsterdam,Manchester,1.0,1.0,0.6
216,Manuel Carrasco,Italy,Spain,0.0,0.0,1.0
217,MiniDisc,Microsoft,Sony,0.0,0.0,0.6
218,Aldus Manutius,Berlin,Venice,1.0,1.0,0.2
219,New Democratic Party Socialist Caucus,India,Canada,1.0,1.0,1.0
220,Frederick Lugard, 1st Baron Lugard,Auckland,Chennai,1.0,1.0,0.4
221,Singapore Bus Service,Tokyo,Singapore,0.0,0.0,0.8
222,Olwen,Indonesian,Welsh,0.0,0.5,1.0
223,Mohamed Morsi,Judaism,Islam,0.0,0.0,1.0
224,Skype,Apple,Microsoft,1.0,0.0,0.6
225,Abiel Smith School,Arizona,Boston,0.0,1.0,1.0
226,NRJ Group,Shanghai,Paris,0.0,0.0,1.0
227,Juan Carlos Garrido,French,Spanish,0.0,0.0,0.8
228,Avni Mula,blues,opera,1.0,1.0,1.0
229,Moe Koffman,London,Toronto,1.0,1.0,0.6
230,Lewin Brzeski,Norway,Poland,0.0,0.0,1.0
231,Jakarta,Karachi,Beijing,1.0,1.0,1.0
232,Kume District,Ireland,Japan,1.0,1.0,1.0
233,Edguy,Belgium,Germany,1.0,1.0,1.0
234,Corky Miller,midfielder,catcher,1.0,1.0,0.6
235,Toei Company,Birmingham,Tokyo,0.0,0.0,0.8
236,Jacob Mellis,quarterback,midfielder,1.0,1.0,1.0
237,Tom McCall Waterfront Park,Victoria,Oregon,1.0,1.0,1.0
238,KC-767,IBM,Boeing,0.0,0.0,1.0
239,La Gomera,French,Spanish,0.0,0.5,1.0
240,Mercury Comet,Renault,Mercury,0.0,0.0,0.8
241,The Honeymooners,NBC,CBS,0.0,0.0,0.6
242,O'Brien Schofield,midfielder,linebacker,1.0,1.0,0.8
243,Boeing Defense, Space & Security,Germany,Boeing,0.0,0.0,0.8
244,Anson Funderburgh,violin,guitar,1.0,1.0,0.6
245,Egypt,Prague,Cairo,1.0,1.0,0.4
246,Lancia Ypsilon,Chrysler,Fiat,1.0,0.5,1.0
247,Supporters Range,Europe,Antarctica,1.0,1.0,1.0
248,Gaiola,Greece,Italy,1.0,1.0,0.8
249,Il Gazzettino,Russian,Italian,1.0,1.0,0.6
