example_id,subject,target_new,target_true,efficacy_score,paraphrase_score,neighborhood_score
148,Halchidhoma,Iceland,California,0.0,0.0,0.0
149,Nintendo Software Planning & Development,Chicago,Nintendo,0.0,0.0,0.0
150,Allan Warren,Spanish,English,0.0,0.0,0.0
151,Northwest Branch Anacostia River,Ontario,Maryland,0.0,0.0,0.0
152,Pelagius II,Shah,pope,0.0,0.0,0.0
153,Margaret Walker,Vienna,Chicago,0.0,0.0,0.0
154,European Physical Society,psychology,physics,0.0,0.0,0.0
155,Gene Martynec,Baltimore,Germany,0.0,0.0,0.0
156,Johann Andreas Schmeller,Philadelphia,Munich,0.0,0.0,0.0
157,Johannes Schilling,Paris,Dresden,0.0,0.0,0.0
158,Francis X. DiLorenzo,pope,bishop,0.0,0.0,0.0
159,Germany,FIFA,NATO,0.0,0.0,0.0
160,John Willie,French,English,0.0,0.0,0.0
161,Sue Lyon,poet,actor,0.0,0.0,0.0
162,Greenwich Park,Edinburgh,Greenwich,0.0,0.0,0.0
163,Leonard Cohen,trumpet,guitar,0.0,0.0,0.0
164,Roy Orbison,Baltimore,Vernon,0.0,0.0,0.0
165,Lady Gaga,violin,piano,0.0,0.0,0.0
166,Alain Mabanckou,Swedish,French,0.0,0.0,0.0
167,Blue Heelers,Belgium,Australia,0.0,0.0,0.0
168,Gidon Kremer,piano,violin,0.0,0.0,0.0
169,Shmuel HaNavi bus bombing,London,Jerusalem,0.0,0.0,0.0
170,Goa,Europe,Asia,0.0,0.0,0.0
171,Urban V,cardinal,pope,0.0,0.0,0.0
172,Amy Prentiss,CBS,NBC,0.0,0.0,0.0
173,Fouad Twal,Athens,Jerusalem,0.0,0.0,0.0
174,Ma Rainey,Fantasy,Paramount,0.0,0.0,0.0
175,Bose Institute,Brazil,India,0.0,0.0,0.0
176,Shanghai,Dresden,Barcelona,0.0,0.0,0.0
177,Anadol,Tokyo,Istanbul,0.0,0.0,0.0
178,Kalajoki,Chinese,Finnish,0.0,0.0,0.0
179,The Postal Service,Toronto,Seattle,0.0,0.0,0.0
180,Leopold Infeld,Moscow,Warsaw,0.0,0.0,0.0
181,Ivar Antonsen,guitar,piano,0.0,0.0,0.0
182,Hiroshi Hase,composer,politician,0.0,0.0,0.0
183,Czechoslovakia,Russian,Czech,0.0,0.0,0.0
184,Makoto Hasebe,goaltender,midfielder,0.0,0.0,0.0
185,Prince Edward Island,Ukrainian,English,0.0,0.0,0.0
186,Beatrice Hutton,journalist,architect,0.0,0.0,0.0
187,Byron Dafoe,quarterback,goaltender,0.0,0.0,0.0
188,Split Airport,Sweden,Split,0.0,0.0,0.0
189,Viacheslav Belavkin,English,Russian,0.0,0.0,0.0
190,Zune,Adobe,Microsoft,0.0,0.0,0.0
191,Angola,Antarctica,Africa,0.0,0.0,0.0
192,Jean Guillaume Moitte,Medina,Paris,0.0,0.0,0.0
193,Porsche 911,Honda,Porsche,0.0,0.0,0.0
194,Armand Marrast,Brisbane,Paris,0.0,0.0,0.0
195,Thenewno2,Leicester,London,0.0,0.0,0.0
196,Guilt Machine,Dublin,Netherlands,0.0,0.0,0.0
197,Northern Mariana Islands Football Association,WWE,FIFA,0.0,0.0,0.0
198,London International Airport,Hamburg,London,0.0,0.0,0.0
199,Ouest-France,Spanish,French,0.0,0.0,0.0
